job_id,company,role,location,work_mode,employment_type,experience_years,skills,salary_lpa,date_posted,skills_cleaned
2248,Paytm,Business Analyst,Pune,Onsite,Internship,5,Spark|Azure|Machine Learning|Tableau|Pandas|Data Warehousing,19.79,2024-08-23,"['machine learning', 'pandas', 'spark', 'data warehousing', 'tableau', 'azure']"
2249,TCS,Data Analyst,Remote,Hybrid,Full-time,2,Machine Learning|NumPy|AWS|Azure|Power BI|Airflow|Pandas,11.81,2023-10-06,"['machine learning', 'numpy', 'aws', 'airflow', 'power bi', 'pandas', 'azure']"
2250,Accenture,Analytics Engineer,Bengaluru,Remote,Full-time,2,Power BI|Machine Learning|Docker|Statistics|NumPy|Data Warehousing,16.12,2024-02-20,"['machine learning', 'statistics', 'numpy', 'power bi', 'data warehousing', 'docker']"
2251,Amazon,Data Analyst,Chennai,Hybrid,Full-time,8,Statistics|Machine Learning|Pandas|Excel|SQL|Tableau|ETL,25.78,2024-02-03,"['machine learning', 'statistics', 'excel', 'sql', 'etl', 'tableau', 'pandas']"
2252,Razorpay,Data Analyst,Delhi,Hybrid,Internship,3,ETL|Airflow|Machine Learning|Azure,15.87,2023-02-17,"['machine learning', 'azure', 'etl', 'airflow']"
2253,Swiggy,Analytics Engineer,Bengaluru,Remote,Internship,6,Spark|Git|Power BI|Azure|Excel|Data Warehousing,22.83,2023-06-30,"['excel', 'git', 'power bi', 'spark', 'data warehousing', 'azure']"
2254,TCS,Data Analyst,Mumbai,Onsite,Internship,7,NumPy|Azure|ETL|Airflow|SQL|Data Warehousing|Spark,22.63,2023-08-09,"['numpy', 'sql', 'airflow', 'spark', 'etl', 'data warehousing', 'azure']"
2255,Swiggy,BI Analyst,Delhi,Onsite,Internship,3,Git|Python|Statistics|Spark|Power BI|SQL|Data Warehousing,10.88,2023-01-12,"['statistics', 'git', 'sql', 'power bi', 'spark', 'data warehousing', 'python']"
2256,Cognizant,Business Analyst,Bengaluru,Remote,Full-time,4,Pandas|Data Warehousing|Spark|Docker|Excel,17.58,2023-08-24,"['excel', 'spark', 'data warehousing', 'pandas', 'docker']"
2257,TCS,BI Analyst,Bengaluru,Remote,Contract,3,Statistics|Docker|Pandas|Excel|Python,15.45,2023-11-14,"['statistics', 'excel', 'pandas', 'python', 'docker']"
2258,Amazon,Senior Data Analyst,Delhi,Hybrid,Full-time,2,Machine Learning|Excel|Azure|Git|Python|Power BI,12.93,2024-01-12,"['machine learning', 'excel', 'git', 'power bi', 'python', 'azure']"
2259,TCS,Data Scientist,Pune,Remote,Contract,4,Docker|Spark|ETL|SQL|Data Warehousing|Azure|Machine Learning,23.94,2024-03-02,"['machine learning', 'sql', 'spark', 'azure', 'etl', 'data warehousing', 'docker']"
2260,Cognizant,Data Analyst,Mumbai,Remote,Contract,4,AWS|ETL|Pandas|Tableau,16.12,2023-07-17,"['tableau', 'pandas', 'etl', 'aws']"
2261,Infosys,Data Analyst,Delhi,Remote,Contract,5,Excel|AWS|Docker|Pandas|SQL|Azure,18.03,2023-07-03,"['aws', 'excel', 'sql', 'azure', 'pandas', 'docker']"
2262,Accenture,Data Analyst,Mumbai,Hybrid,Full-time,1,NumPy|Azure|Data Warehousing|Pandas,7.25,2024-08-30,"['data warehousing', 'numpy', 'azure', 'pandas']"
2263,Zoho,Data Analyst,Mumbai,Remote,Internship,2,ETL|Airflow|Spark|NumPy|Docker,10.8,2023-06-21,"['numpy', 'airflow', 'spark', 'etl', 'docker']"
2264,Paytm,Senior Data Analyst,Remote,Onsite,Internship,3,Airflow|Power BI|AWS|Excel|SQL,12.47,2023-07-16,"['aws', 'excel', 'sql', 'airflow', 'power bi']"
2265,Zoho,Data Scientist,Bengaluru,Hybrid,Internship,0,Statistics|AWS|Power BI|Excel|Azure|Airflow|Git|Docker,10.52,2024-06-08,"['statistics', 'aws', 'excel', 'git', 'docker', 'airflow', 'power bi', 'azure']"
2266,Amazon,Business Analyst,Mumbai,Onsite,Contract,4,NumPy|Data Warehousing|Airflow|Excel|Azure|Machine Learning|Spark,16.27,2024-04-28,"['machine learning', 'numpy', 'excel', 'airflow', 'spark', 'data warehousing', 'azure']"
2267,Accenture,Data Analyst,Remote,Hybrid,Full-time,8,Docker|Machine Learning|Spark|Python|ETL|NumPy|Pandas,26.35,2024-07-29,"['machine learning', 'numpy', 'spark', 'etl', 'pandas', 'python', 'docker']"
2268,Accenture,BI Analyst,Mumbai,Hybrid,Internship,2,Azure|Data Warehousing|Python|Statistics|Excel|Tableau|Pandas|Git,10.42,2024-07-26,"['statistics', 'excel', 'git', 'pandas', 'data warehousing', 'tableau', 'python', 'azure']"
2269,Walmart,Analytics Engineer,Remote,Remote,Contract,5,Machine Learning|ETL|Docker|Azure|Python|Tableau|AWS|NumPy,22.38,2023-10-18,"['machine learning', 'numpy', 'aws', 'docker', 'etl', 'tableau', 'python', 'azure']"
2270,Deloitte,Business Analyst,Remote,Remote,Internship,5,Tableau|ETL|NumPy|Pandas|Python|Excel|Statistics|SQL,17.1,2023-02-08,"['numpy', 'statistics', 'excel', 'sql', 'pandas', 'etl', 'tableau', 'python']"
2271,Paytm,Analytics Engineer,Delhi,Remote,Internship,5,Excel|Git|Tableau|Data Warehousing|Docker|Spark,17.71,2024-01-22,"['excel', 'git', 'spark', 'data warehousing', 'tableau', 'docker']"
2272,Infosys,BI Analyst,Delhi,Remote,Internship,6,Machine Learning|Git|Python|NumPy|Spark|SQL|Statistics,24.62,2024-03-19,"['machine learning', 'numpy', 'statistics', 'git', 'sql', 'spark', 'python']"
2273,Microsoft,Data Analyst,Remote,Remote,Full-time,1,Git|Power BI|SQL|Python|Airflow|Tableau,8.89,2024-04-03,"['git', 'sql', 'airflow', 'power bi', 'tableau', 'python']"
2274,Deloitte,Senior Data Analyst,Chennai,Onsite,Full-time,6,Spark|Docker|NumPy|Data Warehousing|Pandas|Python|Azure,19.68,2024-03-08,"['numpy', 'spark', 'azure', 'data warehousing', 'pandas', 'python', 'docker']"
2275,Swiggy,Data Scientist,Hyderabad,Hybrid,Internship,1,ETL|AWS|Excel|Data Warehousing|Spark|Azure|Power BI,9.62,2024-01-12,"['aws', 'excel', 'power bi', 'spark', 'etl', 'data warehousing', 'azure']"
2276,Zoho,Data Scientist,Remote,Hybrid,Full-time,6,Data Warehousing|Azure|Python|Excel|Pandas|Git|ETL|Airflow,24.07,2024-08-13,"['excel', 'git', 'airflow', 'etl', 'data warehousing', 'pandas', 'python', 'azure']"
2277,Zoho,BI Analyst,Hyderabad,Remote,Internship,5,SQL|Excel|Docker|Spark|Git|ETL,16.72,2024-07-03,"['excel', 'git', 'sql', 'spark', 'etl', 'docker']"
2278,Walmart,Business Analyst,Remote,Remote,Internship,5,Tableau|AWS|Python|Docker|Power BI|Pandas|Git,17.22,2023-11-28,"['aws', 'git', 'power bi', 'pandas', 'tableau', 'python', 'docker']"
2279,Razorpay,BI Analyst,Delhi,Hybrid,Internship,6,Airflow|AWS|Machine Learning|Data Warehousing|SQL,22.77,2024-06-13,"['machine learning', 'aws', 'sql', 'airflow', 'data warehousing']"
2280,Walmart,Senior Data Analyst,Bengaluru,Remote,Full-time,3,SQL|Airflow|Tableau|Pandas|Machine Learning|Docker|Git,16.75,2023-03-23,"['machine learning', 'git', 'sql', 'airflow', 'pandas', 'tableau', 'docker']"
2281,Paytm,BI Analyst,Remote,Hybrid,Full-time,8,Airflow|Azure|SQL|Data Warehousing|AWS|ETL|Tableau|Python,25.26,2024-01-13,"['aws', 'sql', 'airflow', 'etl', 'data warehousing', 'tableau', 'python', 'azure']"
2282,Accenture,Data Scientist,Chennai,Hybrid,Internship,7,Spark|Airflow|ETL|Statistics|Python|Tableau|NumPy,24.15,2023-07-18,"['statistics', 'numpy', 'airflow', 'spark', 'etl', 'tableau', 'python']"
2283,Razorpay,BI Analyst,Pune,Remote,Full-time,3,AWS|Data Warehousing|Tableau|Azure|ETL|Excel,13.29,2023-09-08,"['aws', 'excel', 'etl', 'data warehousing', 'tableau', 'azure']"
2284,Zoho,Data Analyst,Pune,Remote,Contract,8,Excel|NumPy|Tableau|Pandas,24.27,2023-02-18,"['tableau', 'numpy', 'pandas', 'excel']"
2285,Zoho,Business Analyst,Hyderabad,Remote,Full-time,1,AWS|Machine Learning|Docker|Pandas|Statistics|Airflow|NumPy,12.17,2024-02-02,"['machine learning', 'statistics', 'numpy', 'aws', 'airflow', 'pandas', 'docker']"
2286,Razorpay,BI Analyst,Chennai,Hybrid,Contract,7,Azure|SQL|Machine Learning|AWS|Git|Docker|Statistics|Data Warehousing,25.58,2024-09-19,"['machine learning', 'statistics', 'aws', 'git', 'sql', 'docker', 'data warehousing', 'azure']"
2287,Freshworks,Data Scientist,Remote,Onsite,Full-time,4,AWS|Azure|Power BI|Data Warehousing|Pandas,18.75,2023-09-17,"['aws', 'power bi', 'data warehousing', 'pandas', 'azure']"
2288,Infosys,Business Analyst,Remote,Onsite,Contract,7,Git|Docker|Machine Learning|Statistics|Excel|Python|Airflow,25.87,2024-05-06,"['machine learning', 'statistics', 'excel', 'git', 'airflow', 'python', 'docker']"
2289,TCS,BI Analyst,Chennai,Onsite,Full-time,5,AWS|Git|Pandas|Tableau,15.95,2024-04-27,"['tableau', 'git', 'pandas', 'aws']"
2290,Walmart,Data Scientist,Bengaluru,Remote,Contract,3,SQL|Data Warehousing|Azure|Spark,18.33,2023-02-04,"['data warehousing', 'spark', 'sql', 'azure']"
2291,Amazon,Senior Data Analyst,Chennai,Hybrid,Internship,6,Data Warehousing|Excel|Tableau|Spark|ETL|Docker,19.08,2023-12-08,"['excel', 'spark', 'etl', 'data warehousing', 'tableau', 'docker']"
2292,Infosys,Data Scientist,Pune,Hybrid,Full-time,6,Statistics|Azure|Power BI|Tableau|ETL|Git,23.39,2024-11-18,"['statistics', 'git', 'power bi', 'etl', 'tableau', 'azure']"
2293,Flipkart,Data Analyst,Mumbai,Remote,Full-time,4,Python|Power BI|SQL|Data Warehousing|Spark|Tableau|Excel,16.47,2023-03-21,"['excel', 'sql', 'power bi', 'spark', 'data warehousing', 'tableau', 'python']"
2294,Swiggy,Analytics Engineer,Mumbai,Onsite,Contract,8,Airflow|Azure|SQL|Git|Machine Learning|Docker|ETL|Pandas,28.38,2023-10-11,"['machine learning', 'git', 'sql', 'docker', 'airflow', 'etl', 'pandas', 'azure']"
2295,Zoho,BI Analyst,Delhi,Remote,Full-time,1,AWS|ETL|Statistics|NumPy|SQL|Machine Learning,11.03,2024-11-15,"['machine learning', 'numpy', 'statistics', 'aws', 'sql', 'etl']"
2296,Infosys,Senior Data Analyst,Delhi,Remote,Contract,7,Docker|Airflow|Azure|Git|ETL|NumPy|Machine Learning|Power BI,26.72,2023-05-17,"['machine learning', 'numpy', 'git', 'docker', 'airflow', 'power bi', 'etl', 'azure']"
2297,Swiggy,BI Analyst,Delhi,Onsite,Internship,5,Spark|Python|Machine Learning|Azure|AWS|SQL|Excel|Power BI,18.69,2023-07-04,"['machine learning', 'aws', 'excel', 'sql', 'power bi', 'spark', 'python', 'azure']"
2298,Cognizant,Data Scientist,Delhi,Onsite,Full-time,2,Docker|AWS|Data Warehousing|Python|Pandas|Excel|Statistics,13.11,2023-06-28,"['statistics', 'aws', 'excel', 'data warehousing', 'pandas', 'python', 'docker']"
2299,Zoho,Data Analyst,Mumbai,Hybrid,Contract,4,Spark|Power BI|Tableau|SQL,12.6,2024-05-11,"['spark', 'tableau', 'sql', 'power bi']"
2300,Accenture,BI Analyst,Mumbai,Hybrid,Contract,3,Power BI|Machine Learning|Statistics|Spark|Docker,13.78,2023-11-03,"['machine learning', 'statistics', 'power bi', 'spark', 'docker']"
2301,Accenture,Business Analyst,Delhi,Remote,Internship,0,Azure|Machine Learning|Excel|SQL|Python,9.75,2023-08-20,"['machine learning', 'excel', 'sql', 'python', 'azure']"
2302,Amazon,BI Analyst,Chennai,Onsite,Contract,3,Power BI|Docker|NumPy|Excel|Statistics|Airflow,10.27,2023-07-28,"['numpy', 'statistics', 'excel', 'airflow', 'power bi', 'docker']"
2303,Zoho,Data Analyst,Hyderabad,Hybrid,Full-time,8,Python|Excel|Pandas|Machine Learning|Git,27.82,2024-07-01,"['machine learning', 'excel', 'git', 'pandas', 'python']"
2304,Flipkart,Senior Data Analyst,Mumbai,Hybrid,Full-time,3,Data Warehousing|Spark|Azure|Power BI|ETL|SQL|Statistics|Machine Learning,15.63,2024-09-26,"['machine learning', 'statistics', 'sql', 'power bi', 'spark', 'etl', 'data warehousing', 'azure']"
2305,Walmart,Analytics Engineer,Remote,Remote,Contract,8,Power BI|Pandas|Machine Learning|NumPy|ETL|Airflow,29.66,2023-04-24,"['machine learning', 'numpy', 'airflow', 'power bi', 'etl', 'pandas']"
2306,TCS,BI Analyst,Mumbai,Remote,Internship,5,Pandas|NumPy|Machine Learning|Tableau|SQL|AWS|Docker|Excel,21.14,2023-02-12,"['machine learning', 'numpy', 'aws', 'excel', 'sql', 'pandas', 'tableau', 'docker']"
2307,Microsoft,Data Analyst,Remote,Onsite,Internship,3,Power BI|Machine Learning|Docker|NumPy|Tableau|Excel|Data Warehousing|AWS,15.74,2023-04-16,"['machine learning', 'numpy', 'aws', 'excel', 'power bi', 'data warehousing', 'tableau', 'docker']"
2308,Flipkart,Analytics Engineer,Bengaluru,Remote,Contract,5,Git|Statistics|Airflow|Docker|Python|AWS|SQL|Power BI,18.96,2023-07-17,"['statistics', 'aws', 'git', 'sql', 'airflow', 'power bi', 'python', 'docker']"
2309,Flipkart,Data Analyst,Delhi,Hybrid,Full-time,1,Airflow|Power BI|Tableau|Git|SQL|Pandas,5.59,2023-02-25,"['git', 'sql', 'airflow', 'power bi', 'pandas', 'tableau']"
2310,Freshworks,Senior Data Analyst,Chennai,Onsite,Internship,3,NumPy|SQL|Airflow|Excel,11.32,2023-04-01,"['numpy', 'sql', 'airflow', 'excel']"
2311,Razorpay,Data Scientist,Chennai,Remote,Contract,1,Docker|Spark|AWS|Machine Learning,14.44,2024-04-12,"['spark', 'machine learning', 'aws', 'docker']"
2312,Swiggy,Data Scientist,Remote,Remote,Internship,6,AWS|Azure|Git|Excel|SQL,25.92,2024-09-03,"['aws', 'excel', 'git', 'sql', 'azure']"
2313,Swiggy,Data Analyst,Bengaluru,Remote,Contract,2,Machine Learning|Azure|Power BI|Python|NumPy|Excel|ETL,16.41,2023-01-24,"['machine learning', 'numpy', 'excel', 'power bi', 'etl', 'python', 'azure']"
2314,Accenture,Data Analyst,Delhi,Onsite,Internship,6,Power BI|Python|ETL|Airflow|Spark|Docker|Machine Learning,22.49,2023-05-18,"['machine learning', 'airflow', 'power bi', 'spark', 'etl', 'python', 'docker']"
2315,Flipkart,Data Analyst,Delhi,Hybrid,Full-time,6,Excel|Docker|ETL|Machine Learning|Power BI|Airflow|Azure|SQL,23.28,2024-02-16,"['machine learning', 'excel', 'sql', 'airflow', 'power bi', 'azure', 'etl', 'docker']"
2316,TCS,Data Scientist,Mumbai,Remote,Contract,6,Airflow|Excel|Python|Machine Learning|Tableau|Azure|ETL|Statistics,28.24,2023-01-12,"['machine learning', 'statistics', 'excel', 'airflow', 'etl', 'tableau', 'python', 'azure']"
2317,Freshworks,Analytics Engineer,Mumbai,Remote,Full-time,3,Spark|ETL|Power BI|Airflow|Git,11.65,2023-07-26,"['git', 'airflow', 'power bi', 'spark', 'etl']"
2318,Swiggy,Business Analyst,Mumbai,Hybrid,Internship,0,Git|Machine Learning|ETL|Pandas,5.89,2023-07-15,"['git', 'pandas', 'etl', 'machine learning']"
2319,Flipkart,BI Analyst,Delhi,Onsite,Internship,1,Spark|Power BI|Excel|Pandas|ETL,7.03,2024-06-08,"['excel', 'power bi', 'spark', 'etl', 'pandas']"
2320,Microsoft,Data Analyst,Hyderabad,Onsite,Contract,2,Airflow|Python|Data Warehousing|NumPy|ETL|Excel|Machine Learning|Git,10.54,2024-01-03,"['machine learning', 'numpy', 'excel', 'git', 'airflow', 'etl', 'data warehousing', 'python']"
2321,Paytm,BI Analyst,Remote,Onsite,Internship,4,Airflow|Azure|Python|Spark|AWS|Git|Excel,14.01,2024-08-21,"['aws', 'excel', 'git', 'airflow', 'spark', 'python', 'azure']"
2322,Zoho,Senior Data Analyst,Remote,Hybrid,Internship,6,Machine Learning|NumPy|Python|SQL|ETL|Pandas|Azure,22.92,2023-08-14,"['machine learning', 'numpy', 'sql', 'etl', 'pandas', 'python', 'azure']"
2323,TCS,Analytics Engineer,Remote,Onsite,Full-time,7,Data Warehousing|Git|Spark|NumPy|Pandas|Docker|AWS|Azure,20.62,2024-11-05,"['numpy', 'aws', 'git', 'spark', 'azure', 'data warehousing', 'pandas', 'docker']"
2324,Deloitte,BI Analyst,Remote,Onsite,Contract,2,Python|Power BI|SQL|Airflow|Spark,8.65,2023-10-14,"['sql', 'airflow', 'power bi', 'spark', 'python']"
2325,Swiggy,Analytics Engineer,Bengaluru,Remote,Internship,4,Power BI|Python|Tableau|Machine Learning|ETL|Git|Pandas,19.77,2024-06-17,"['machine learning', 'git', 'power bi', 'pandas', 'etl', 'tableau', 'python']"
2326,Swiggy,Senior Data Analyst,Pune,Remote,Full-time,3,Pandas|AWS|Excel|SQL|ETL|Spark|Docker|Git,11.64,2024-01-06,"['aws', 'excel', 'git', 'sql', 'spark', 'etl', 'pandas', 'docker']"
2327,Amazon,Senior Data Analyst,Pune,Hybrid,Contract,7,Statistics|Spark|Git|SQL|ETL,21.92,2024-07-31,"['statistics', 'git', 'sql', 'spark', 'etl']"
2328,Razorpay,Data Scientist,Chennai,Remote,Internship,3,Airflow|ETL|Python|Data Warehousing|Machine Learning,20.05,2024-10-03,"['machine learning', 'airflow', 'etl', 'data warehousing', 'python']"
2329,Paytm,Data Scientist,Delhi,Remote,Internship,6,Airflow|Excel|AWS|Power BI|Pandas|Azure,23.56,2023-06-12,"['aws', 'excel', 'airflow', 'power bi', 'pandas', 'azure']"
2330,Infosys,Business Analyst,Chennai,Onsite,Internship,8,Tableau|NumPy|Power BI|Data Warehousing,23.81,2024-06-06,"['data warehousing', 'numpy', 'tableau', 'power bi']"
2331,Microsoft,Senior Data Analyst,Mumbai,Hybrid,Full-time,6,AWS|Docker|Statistics|NumPy|Azure|Git|Machine Learning|Python,21.47,2024-07-18,"['machine learning', 'numpy', 'statistics', 'aws', 'git', 'azure', 'python', 'docker']"
2332,Amazon,BI Analyst,Chennai,Remote,Contract,4,Azure|ETL|Pandas|Power BI|SQL|Tableau,14.24,2024-05-04,"['sql', 'power bi', 'etl', 'tableau', 'pandas', 'azure']"
2333,Swiggy,Senior Data Analyst,Delhi,Onsite,Contract,5,Pandas|ETL|Excel|Machine Learning|Spark|Statistics|Git|SQL,19.91,2024-06-23,"['machine learning', 'statistics', 'excel', 'git', 'sql', 'spark', 'etl', 'pandas']"
2334,Cognizant,Data Scientist,Remote,Remote,Contract,2,Git|Azure|Airflow|SQL|Spark|ETL|Docker,14.48,2023-09-21,"['git', 'sql', 'docker', 'airflow', 'spark', 'etl', 'azure']"
2335,Cognizant,Business Analyst,Chennai,Onsite,Internship,4,Docker|Spark|Airflow|Pandas|SQL|Data Warehousing|Azure|NumPy,13.71,2024-06-26,"['numpy', 'sql', 'airflow', 'spark', 'azure', 'data warehousing', 'pandas', 'docker']"
2336,Infosys,BI Analyst,Mumbai,Onsite,Full-time,3,SQL|NumPy|Pandas|Spark,12.51,2024-02-10,"['spark', 'numpy', 'sql', 'pandas']"
2337,Razorpay,Data Analyst,Mumbai,Hybrid,Contract,1,ETL|Excel|Power BI|Data Warehousing|Git|Airflow,6.62,2023-08-09,"['excel', 'git', 'airflow', 'power bi', 'etl', 'data warehousing']"
2338,Zoho,Data Scientist,Remote,Hybrid,Full-time,2,Airflow|Docker|Machine Learning|Python|AWS|Azure|Git,16.46,2023-02-20,"['machine learning', 'aws', 'git', 'airflow', 'azure', 'python', 'docker']"
2339,Deloitte,Data Scientist,Hyderabad,Hybrid,Full-time,8,Machine Learning|Python|Airflow|Tableau,29.52,2023-12-08,"['machine learning', 'tableau', 'python', 'airflow']"
2340,Microsoft,BI Analyst,Chennai,Hybrid,Contract,3,Data Warehousing|Airflow|NumPy|Spark|Statistics|SQL,10.82,2023-01-17,"['numpy', 'statistics', 'sql', 'airflow', 'spark', 'data warehousing']"
2341,Accenture,Business Analyst,Delhi,Remote,Internship,2,SQL|Docker|Statistics|ETL|Excel|Spark|NumPy,10.49,2023-02-19,"['statistics', 'numpy', 'excel', 'sql', 'spark', 'etl', 'docker']"
2342,Zoho,Senior Data Analyst,Remote,Hybrid,Internship,3,AWS|Power BI|SQL|Data Warehousing|Spark|ETL|Machine Learning,14.33,2024-10-03,"['machine learning', 'aws', 'sql', 'power bi', 'spark', 'etl', 'data warehousing']"
2343,Walmart,Business Analyst,Remote,Remote,Full-time,8,SQL|Pandas|Data Warehousing|ETL|Docker|Spark,25.97,2024-07-24,"['sql', 'spark', 'etl', 'data warehousing', 'pandas', 'docker']"
2344,Microsoft,Data Analyst,Hyderabad,Hybrid,Contract,7,Azure|Data Warehousing|Machine Learning|Power BI|SQL|Docker|NumPy,23.65,2024-09-13,"['machine learning', 'numpy', 'sql', 'docker', 'power bi', 'data warehousing', 'azure']"
2345,Walmart,BI Analyst,Remote,Onsite,Full-time,7,Machine Learning|AWS|Spark|NumPy|Python|Statistics|Data Warehousing|ETL,24.44,2023-12-18,"['machine learning', 'numpy', 'statistics', 'aws', 'spark', 'etl', 'data warehousing', 'python']"
2346,Swiggy,Data Scientist,Mumbai,Remote,Contract,1,Data Warehousing|Power BI|Statistics|Git|Pandas|Airflow|SQL|ETL,11.33,2023-04-09,"['statistics', 'git', 'sql', 'airflow', 'power bi', 'etl', 'data warehousing', 'pandas']"
2347,Razorpay,Analytics Engineer,Hyderabad,Remote,Internship,2,NumPy|Tableau|Data Warehousing|Excel|AWS|Machine Learning,14.02,2023-09-08,"['machine learning', 'numpy', 'aws', 'excel', 'data warehousing', 'tableau']"
2348,Freshworks,Data Scientist,Mumbai,Onsite,Contract,5,ETL|Machine Learning|Statistics|Git|NumPy|Pandas|Airflow|Spark,22.06,2023-11-30,"['machine learning', 'statistics', 'numpy', 'git', 'airflow', 'spark', 'etl', 'pandas']"
2349,Freshworks,Data Scientist,Pune,Remote,Internship,4,AWS|Statistics|Airflow|NumPy|Machine Learning,21.31,2024-02-25,"['machine learning', 'numpy', 'statistics', 'aws', 'airflow']"
2350,Microsoft,Business Analyst,Delhi,Onsite,Full-time,2,Machine Learning|SQL|Statistics|NumPy,13.1,2023-12-21,"['machine learning', 'statistics', 'sql', 'numpy']"
2351,Freshworks,Senior Data Analyst,Delhi,Hybrid,Contract,7,Tableau|SQL|Azure|Python|ETL|Airflow|Pandas,21.36,2023-08-23,"['sql', 'airflow', 'pandas', 'etl', 'tableau', 'python', 'azure']"
2352,Flipkart,Analytics Engineer,Hyderabad,Onsite,Internship,4,Power BI|Machine Learning|Spark|ETL|Statistics,18.33,2024-04-24,"['machine learning', 'statistics', 'power bi', 'spark', 'etl']"
2353,Microsoft,Senior Data Analyst,Delhi,Hybrid,Contract,6,Tableau|Statistics|Pandas|Excel|Azure|Spark,17.79,2024-06-30,"['statistics', 'excel', 'pandas', 'spark', 'tableau', 'azure']"
2354,Deloitte,Data Scientist,Chennai,Hybrid,Internship,5,NumPy|Azure|Power BI|Tableau|Git|Machine Learning|Pandas,22.05,2024-11-21,"['machine learning', 'numpy', 'git', 'power bi', 'pandas', 'tableau', 'azure']"
2355,Accenture,Analytics Engineer,Pune,Onsite,Contract,5,AWS|ETL|Pandas|Machine Learning|SQL|Azure|NumPy,20.36,2024-06-27,"['machine learning', 'numpy', 'aws', 'sql', 'etl', 'pandas', 'azure']"
2356,Razorpay,Data Scientist,Delhi,Remote,Contract,1,Docker|Pandas|Tableau|Git|Spark,13.39,2023-11-06,"['git', 'pandas', 'spark', 'tableau', 'docker']"
2357,Freshworks,Data Analyst,Remote,Remote,Contract,4,Git|Tableau|Excel|NumPy,15.9,2023-04-09,"['git', 'tableau', 'numpy', 'excel']"
2358,Deloitte,Data Scientist,Chennai,Onsite,Contract,7,ETL|Statistics|Excel|SQL|Machine Learning|Pandas|Spark|AWS,29.14,2024-05-26,"['machine learning', 'statistics', 'aws', 'excel', 'sql', 'spark', 'etl', 'pandas']"
2359,TCS,Senior Data Analyst,Mumbai,Hybrid,Contract,6,Tableau|Git|Python|Data Warehousing,17.56,2024-04-16,"['data warehousing', 'git', 'tableau', 'python']"
2360,Cognizant,Analytics Engineer,Pune,Hybrid,Internship,0,Tableau|Git|Spark|Python,4.87,2023-10-04,"['spark', 'git', 'tableau', 'python']"
2361,TCS,Data Analyst,Delhi,Onsite,Internship,7,Docker|Pandas|Machine Learning|ETL|Data Warehousing|Azure|SQL|NumPy,25.25,2024-01-09,"['machine learning', 'numpy', 'sql', 'azure', 'etl', 'data warehousing', 'pandas', 'docker']"
2362,Flipkart,Business Analyst,Pune,Onsite,Internship,8,Docker|Git|NumPy|Azure|Tableau|Pandas|Airflow|ETL,25.14,2023-12-31,"['numpy', 'git', 'docker', 'airflow', 'pandas', 'etl', 'tableau', 'azure']"
2363,Deloitte,Analytics Engineer,Hyderabad,Remote,Full-time,6,ETL|SQL|Statistics|Power BI,19.64,2023-03-29,"['statistics', 'sql', 'etl', 'power bi']"
2364,Cognizant,Business Analyst,Hyderabad,Onsite,Full-time,5,NumPy|Python|SQL|Excel,16.4,2023-11-14,"['numpy', 'python', 'sql', 'excel']"
2365,Cognizant,BI Analyst,Delhi,Remote,Internship,4,Statistics|Docker|NumPy|ETL|Azure|Tableau|Pandas|Data Warehousing,15.24,2023-03-06,"['numpy', 'statistics', 'docker', 'pandas', 'etl', 'data warehousing', 'tableau', 'azure']"
2366,Swiggy,Senior Data Analyst,Pune,Remote,Internship,8,NumPy|Python|Azure|ETL,24.68,2024-01-08,"['numpy', 'python', 'etl', 'azure']"
2367,Amazon,BI Analyst,Delhi,Hybrid,Internship,5,Excel|Airflow|Docker|Python|Machine Learning|Power BI|Pandas|Spark,20.69,2024-04-27,"['machine learning', 'excel', 'airflow', 'power bi', 'spark', 'pandas', 'python', 'docker']"
2368,Paytm,Senior Data Analyst,Bengaluru,Onsite,Full-time,1,Data Warehousing|Airflow|NumPy|AWS|SQL,7.39,2023-07-20,"['numpy', 'aws', 'sql', 'airflow', 'data warehousing']"
2369,Freshworks,Data Analyst,Bengaluru,Remote,Internship,4,Azure|Pandas|Airflow|NumPy|SQL,18.37,2024-07-13,"['numpy', 'sql', 'airflow', 'pandas', 'azure']"
2370,Swiggy,Business Analyst,Pune,Hybrid,Internship,5,AWS|Airflow|ETL|Git|Pandas|Statistics|Excel|Azure,15.64,2024-01-19,"['statistics', 'aws', 'excel', 'git', 'airflow', 'etl', 'pandas', 'azure']"
2371,Walmart,Senior Data Analyst,Mumbai,Remote,Full-time,4,Power BI|Tableau|Machine Learning|SQL|Airflow|Spark,19.29,2023-12-17,"['machine learning', 'sql', 'airflow', 'power bi', 'spark', 'tableau']"
2372,Paytm,Business Analyst,Mumbai,Remote,Full-time,6,NumPy|Python|Azure|Pandas|Power BI|ETL|Tableau,20.62,2024-08-30,"['numpy', 'power bi', 'etl', 'tableau', 'pandas', 'python', 'azure']"
2373,Accenture,BI Analyst,Pune,Remote,Contract,6,AWS|Tableau|Machine Learning|Airflow|Excel|Statistics|SQL|Docker,22.5,2023-03-18,"['machine learning', 'statistics', 'aws', 'excel', 'sql', 'airflow', 'tableau', 'docker']"
2374,Accenture,Data Scientist,Bengaluru,Onsite,Full-time,8,NumPy|Statistics|Pandas|Excel|Python,29.83,2024-07-08,"['numpy', 'statistics', 'excel', 'pandas', 'python']"
